num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,fbeta_mean,loss_mean,training_size_median,precision_median,recall_median,fbeta_median,loss_median,training_size_std,precision_std,recall_std,fbeta_std,loss_std,sampling_strategy
760.0,736.6,0.4866984302921793,0.8002451981637855,0.7119519197231091,0.7176968236873107,0.5437877681942821,746.0,0.8000762305793524,0.7516393442622951,0.7529416319143661,0.4812445478336726,24.753002062600633,0.08264680875485156,0.11062186607026704,0.10635018214726534,0.1943066234744188,uncertainty_sampling
810.0,786.6,0.4880121721109864,0.8047380837096532,0.7206382978723405,0.7258614867105517,0.5282007843448404,796.0,0.7971397051864471,0.759016393442623,0.760835731177953,0.4666269907120544,24.753002062600633,0.0855001279950591,0.11242360613447612,0.10752151436778284,0.19613095159998178,uncertainty_sampling
860.0,836.6,0.4869769614325872,0.7996830163013545,0.7167041399479487,0.7221489343008616,0.5355877096641206,846.0,0.8041958041958042,0.7516393442622951,0.7515289102051694,0.4849493567014641,24.753002062600633,0.08342552995428647,0.10963659281711786,0.1055049264429353,0.19334825393989316,uncertainty_sampling
910.0,886.6,0.4879878448788867,0.8024393175297391,0.723747954173486,0.7290840601026816,0.5228241461300382,896.0,0.8043104828282579,0.7565573770491804,0.7591108555978165,0.4693924242016726,24.753002062600633,0.08889394086649893,0.10280735334716706,0.09896858394582742,0.18292080299537591,uncertainty_sampling
960.0,936.6,0.4895527904479648,0.7959931904264104,0.7203045263073166,0.7254748211984403,0.5300360690880925,946.0,0.7886124064898474,0.7450819672131148,0.7505635026615033,0.48320453660836304,24.753002062600633,0.08714286928060004,0.10009254165852678,0.09643472517660945,0.17826034283056577,uncertainty_sampling
1010.0,986.6,0.4916050980715987,0.7864467741497042,0.7260395481741837,0.7299073226913451,0.5223883613703876,996.0,0.7739527629233511,0.7540983606557377,0.7524635375122235,0.4824781731502302,24.753002062600633,0.09453564936078868,0.10160369071624246,0.09782865528092088,0.1810714728707995,uncertainty_sampling
1060.0,1036.6,0.4914472130959596,0.7897182602881035,0.7335754339835262,0.7372568760779238,0.5085186159678174,1046.0,0.7863669027820552,0.7573770491803279,0.7590140058594317,0.46924508778526974,24.753002062600626,0.08726543829093632,0.09595698575089714,0.0920650028234819,0.170976994911459,uncertainty_sampling
1110.0,1086.6,0.490100483528634,0.7944433431910349,0.736851171151834,0.7405345157036365,0.5021513478660156,1096.0,0.7875561406225802,0.7631147540983606,0.767330377444155,0.45179777493254414,24.753002062600626,0.0901992881984928,0.09443569338395903,0.09036707446137078,0.16748113406685888,uncertainty_sampling
1160.0,1136.6,0.48742724267311466,0.8030635680997191,0.7330863137560033,0.7377444982812948,0.5065982444047538,1146.0,0.8018336187214612,0.7598360655737705,0.762065753514266,0.46299149423992425,24.753002062600626,0.08997013663557664,0.10317327492336173,0.09943170636952783,0.18383122990688713,uncertainty_sampling
1210.0,1186.6,0.48647616985553405,0.8068455464962957,0.7316103673097046,0.7366173278879404,0.5085766543178348,1196.0,0.7982641531526258,0.759016393442623,0.7592302074656117,0.4696826143536118,24.753002062600626,0.09141340869610338,0.1008694431901052,0.09696293873707779,0.1792162141345155,uncertainty_sampling
1260.0,1236.6,0.48781869515639553,0.8011811201796235,0.7345619918971855,0.7390376645301849,0.5042720206622832,1246.0,0.7905142216617627,0.7663934426229508,0.7649096121646353,0.45964826010239795,24.753002062600626,0.08510693383431728,0.10225088851987882,0.09849916597850951,0.18230628003985588,uncertainty_sampling
1310.0,1286.6,0.4884596714540591,0.7984235058653338,0.7373475356175042,0.741311542397136,0.49999746284983626,1296.0,0.7816926653341444,0.7672131147540984,0.765380973687871,0.45644923296255646,24.753002062600626,0.080842451545483,0.10468612496641719,0.10064646904294214,0.1856118384219261,uncertainty_sampling
1360.0,1336.6,0.4886866906226134,0.7986043951745715,0.7402999651203348,0.743895169241061,0.4949949857310112,1346.0,0.7877881055959362,0.769672131147541,0.7713103144725227,0.44488074461896454,24.753002062600626,0.08172645382648235,0.10872905213012088,0.1043406559482895,0.19213483994727765,uncertainty_sampling
1410.0,1386.6,0.4857734414768341,0.8030488560141572,0.7383314104799978,0.742301265203164,0.4977582198745957,1396.0,0.8088738920225624,0.7672131147540984,0.7700920428638424,0.44706224549156487,24.753002062600626,0.08036972586491674,0.1065746948334755,0.10192378976115277,0.1869154744788626,uncertainty_sampling
1460.0,1436.6,0.4862153204772919,0.8005745307681751,0.7389874164900324,0.742882368210354,0.49682733630491605,1446.0,0.789238865161684,0.7680327868852459,0.7709177738477377,0.44859739453055425,24.753002062600626,0.08310150194985977,0.10858598166987188,0.10450999310340484,0.19251147665895751,uncertainty_sampling
1510.0,1486.6,0.4854582787660645,0.8042204991064136,0.7386608891631564,0.7426863389373792,0.4968265752818179,1496.0,0.8033825839980662,0.7672131147540984,0.7704724305911075,0.44604421175101805,24.753002062600626,0.08060193321976959,0.11080619680403085,0.10625989462747161,0.19488250499674278,uncertainty_sampling
1560.0,1536.6,0.48430444798693156,0.8066384367965418,0.739318236698774,0.7434468875033828,0.49511077446453183,1546.0,0.8063288856833755,0.7639344262295082,0.7669126084452645,0.45317044793484584,24.753002062600626,0.07804684664195122,0.11368672528732286,0.10902369042576648,0.19972937398836882,uncertainty_sampling
1610.0,1586.6,0.48580893385204904,0.8064657245221966,0.7450511121247082,0.7487318599150925,0.48551547679892426,1596.0,0.8062797964727779,0.7680327868852459,0.771210953471408,0.4447353112274578,24.753002062600626,0.08233034221756408,0.10638606431155559,0.10154282680534803,0.1864532827524186,uncertainty_sampling
